language,word_form,lwt_code,lwt_label,word_meaning_relation
Archi,kʼaz,6.78,the headband or headdress,Para-counterpart
Archi,kʼiri,9.251,the adze,NA
Archi,kʼočʼo,5.32,the plate,NA
Archi,kʼokʼ,5.31,the dish,NA
Archi,kʼor,12.76,the corner,NA
Archi,kʼumkʼum,5.26,the pot,NA
Archi,laːχa kes,14.252,to last,NA
Archi,laːχatši,14.332,for a long time,NA
Archi,labχankul,13.19,the crowd,NA
Archi,labχanši,13.15,many,NA
Archi,lači bartːi,5.59,the pestle,NA
Archi,lacut,9.67,the iron,NA
Archi,lacutːen ustar,9.6,the blacksmith,NA
Archi,lagum,23.64,the song,NA
Archi,lagummul artːu,18.67,the poet,NA
Archi,lahan lo,2.48,the grandson,Super-counterpart
Archi,lahan lo,2.49,the granddaughter,Super-counterpart
Archi,lahan lo,2.5,the grandchild,NA
Archi,lahan nokɬʼ,4.47,the womb,NA
Archi,lammus,4.59,to lick,NA
Archi,lank’bos,10.451,to limp,NA
Archi,laq’ukumul,14.26,the end(2),NA
Archi,laq’ʷas,14.27,to finish,NA
Archi,laq'ˤa čaq,5.66,the bean,NA
Archi,laχːˤət'i,16.33,the anxiety,NA
Archi,lekːi,4.16,the bone,NA
Archi,lekːi eɬːas,4.78,to bury,NA
Archi,li as,9.311,to wipe,NA
Archi,lias,11.28,to injure,Super-counterpart
Archi,lias,11.29,to damage,Super-counterpart
Archi,libχˤ,16.45,the shame,NA
Archi,lilmučʼ,3.75,the deer,Exact counterpart
Archi,liqʼˤ,3.584,the eagle,NA
Archi,lo,2.27,the child(1),Super-counterpart
Archi,lo,2.28,the baby,Super-counterpart
Archi,lo,2.43,the child(2),Super-counterpart
Archi,lo as,4.71,to beget,NA
Archi,lo lagilitːur,4.73,pregnant,NA
Archi,lullin cal,4.214,the eyelash,NA
Archi,lullin dorki,4.213,the eyelid,NA
Archi,lur,4.21,the eye,NA
Archi,ɬːammul,5.9,the drink,NA
Archi,ɬːan,1.31,the water,NA
Archi,ɬːan as,10.34,to float,Super-counterpart
Archi,ɬːan as,10.35,to swim,Super-counterpart
Archi,ɬːan čaχːˤartːut mačʼ,1.39,the waterfall,NA
Archi,ɬːan caχas,10.352,to splash,NA
Archi,ɬːánnaqˤ,14.75,the spring(2),NA
Archi,ɬːe,14.17,late,NA
Archi,ɬːenne,2.24,female(1),Super-counterpart
Archi,ɬːenne,3.13,female(2),Super-counterpart
Archi,ɬːenne lo,2.26,the girl,NA
Archi,ɬːenne lo,2.42,the daughter,NA
Archi,ɬːerumk'ul,7.23,the lock,NA
Archi,ɬːerumk'ul,7.232,the padlock,NA
Archi,ɬːeši akɬis,14.24,to be late,NA
Archi,ɬːo,13.05,five,NA
Archi,ɬːonnol,2.22,the woman,Super-counterpart
Archi,ɬːonnol,2.32,the wife,Super-counterpart
Archi,ɬːonnol dakras,2.33,to marry,NA
Archi,ɬːonnol orkatːu,2.38,the married man,NA
Archi,ɬːoχˤas as,5.49,to stir or to mix,NA
Archi,ɬːubus,6.39,to dye,NA
Archi,ɬːummus,10.51,to flee,NA
Archi,ɬːurχˤbos,10.41,to crawl,NA
Archi,ɬːʷaːnatːut,12.92,similar,NA
Archi,ɬːʷak,12.02,beside,NA
Archi,ɬːʷak,12.43,near,NA
Archi,ɬːʷak kes,10.56,to approach,NA
Archi,ɬːʷin,8.311,the seed,NA
Archi,ɬːʷiri,4.374,the footprint,Super-counterpart
Archi,ɬːʷiri,4.858,the scar,Super-counterpart
Archi,ɬalsbos,18.211,to stutter or stammer,NA
Archi,ɬamc'a,1.38,the swamp,NA
Archi,ɬat,1.32,the sea,NA
Archi,ɬaˤmatːu,11.51,rich,NA
Archi,ɬeb,13.03,three,NA
Archi,ɬebila,13.44,three times,NA
Archi,ɬebosdu,13.42,third,NA
Archi,ɬot ačas,16.3,to embrace,NA
Archi,mac,4.26,the tongue,Super-counterpart
Archi,mač,8.97,the nettle,NA
Archi,mačatːib,2.81,the relatives,Exact counterpart
Archi,macʼatːut,14.13,new,NA
Archi,mačʼatːut,15.63,dark,NA
Archi,maj,5.791,the grease or fat,NA
Archi,makak abas,22.17,to pray,Sub-counterpart
Archi,makʷ,1.64,the dew,Exact counterpart
Archi,mam,4.41,the breast,NA
Archi,marči,13.14,all,NA
Archi,margəč'em,14.46,the evening,NA
Archi,marka,23.41,the postage stamp,NA
Archi,marq'ʷˤ,9.5,the nail,NA
Archi,marzu-kʼolor,6.34,the loom,Exact counterpart
Archi,marzut,15.87,clean,NA
Archi,marχːəla,1.76,the snow,Exact counterpart
Archi,marχːu,8.54,the root,NA
Archi,matacik,23.135,the motorcycle,Exact counterpart
Archi,maˤmərči,4.204,the face,NA
Archi,maˤmərči kul erkɬ'urtːut,6.82,the towel,NA
Archi,maʕni,17.19,the idea,Super-counterpart
Archi,maχa,8.45,the rye,NA
Archi,mecː'e,13.231,the piece,NA
Archi,mekɬe,2.23,male(1),Super-counterpart
Archi,mekɬe,3.12,male(2),Super-counterpart
Archi,mekɬe (2),13.08,eight,NA
Archi,mekɬe lo,2.25,the boy,NA
Archi,mekɬe lo,2.41,the son,NA
Archi,mešajetkul as,19.59,to prevent,NA
Archi,metːe,1.222,the cliff or precipice,NA
Archi,mijmanak,3.76,the monkey,Exact counterpart
Archi,mik’ir akːus,4.62,to dream,NA
Archi,milici,23.33,the police,NA
Archi,miliχˤu,3.84,the worm,NA
Archi,miliχˤutːu,3.81,the insect,Sub-counterpart
Archi,minut ačutʼaw,14.19,immediately,NA
Archi,misertːu,9.64,the gold,NA
Archi,misgin,11.52,poor,NA
Archi,mišin,23.14,the car,Exact counterpart
Archi,mižgil,22.132,the mosque,NA
Archi,moč'or,4.142,the beard,NA
Archi,moc’or q’ʷˤe,13.102,twelve,NA
Archi,mocor,3.16,the pasture,NA
Archi,mocʼor ɬːo,13.103,fifteen,NA
Archi,mocʼorsa,13.101,eleven,NA
Archi,mokɬʼor,8.63,the birch,NA
Archi,moɬ,1.324,the foam,Exact counterpart
Archi,moɬːo,9.84,the chisel,Exact counterpart
Archi,motol,3.38,the kid,NA
Archi,motor,23.185,the motor,Exact counterpart
Archi,mu as,4.86,to cure,Super-counterpart
Archi,muč,4.23,the nose,Super-counterpart
Archi,muč,4.241,the beak,Super-counterpart
Archi,muč,12.33,the top,Super-counterpart
Archi,mučlin kɬan,4.231,the nostril,Exact counterpart
Archi,muk’ar kes,18.33,to admit,NA
Archi,mukːul,9.38,the broom,NA
Archi,mul,1.22,the mountain or hill,Exact counterpart
Archi,muqːʼa,5.15,to be thirsty,NA
Archi,murtəla,5.88,the cheese,NA
Archi,muštʼukʼ,8.691,the pipe,Super-counterpart
Archi,mutːut,16.81,beautiful,NA
Archi,muˤl,4.232,the nasal mucus,Exact counterpart
Archi,nabq,16.38,the tear,NA
Archi,nac’,3.811,the head louse,Super-counterpart
Archi,nac’,3.8112,the body louse,Super-counterpart
Archi,nac’ (2),24.14,nothing,NA
Archi,nagah,17.53,if,NA
Archi,nak’alij bokɬ,2.56,the ancestors,Super-counterpart
Archi,nak'əna,7.24,the key,NA
Archi,naq'ʷ,1.21,the land,Para-counterpart
Archi,naq’ʷ,9.73,the clay,Super-counterpart
Archi,naqa,4.281,the nape of the neck,NA
Archi,naqʼʷ,1.212,the soil,Super-counterpart
Archi,nat’,3.812,the nit,Exact counterpart
Archi,naˤkɬ' kumul,4.852,the bruise,NA
Archi,naˤkɬʼ,5.86,the milk,NA
Archi,naˤkɬʼ-du-t,5.124,unripe,Super-counterpart
Archi,naˤɮdut,15.67,blue,Super-counterpart
Archi,nen,2.94,we,Sub-counterpart
Archi,nen,2.941,we (inclusive),NA
Archi,nen-t’u,2.942,we (exclusive),NA
Archi,nesːen,14.331,soon,NA
Archi,nibzur,4.302,the collarbone,Super-counterpart
Archi,niħu,8.46,the oats,NA
Archi,niq'ˤiš,6.71,the ornament or adornment,Super-counterpart
Archi,niˤšiˤt oq’is,10.66,to ride,NA
Archi,nocʼ,3.581,the bird,NA
Archi,nodo,4.205,the forehead,NA
Archi,nokɬʼ,7.12,the house,Para-counterpart
Archi,nokɬʼ,7.21,the room,Para-counterpart
Archi,nol,13,zero,NA
Archi,noqː'ˤon,3.63,the mouse or rat,Para-counterpart
Archi,noqː'ˤon,4.352,the calf of the leg,Super-counterpart
Archi,noqː'ˤon (2),7.231,the latch or door-bolt,NA
Archi,noˤš,3.41,the horse,NA
Archi,noˤš,3.42,the stallion,Super-counterpart
Archi,noχ,1.28,the cave,NA
Archi,nukar,19.42,the slave,NA
Archi,nuluk,11.69,the tax,NA
Archi,nusdu,2.63,the son-in-law (of a man),Super-counterpart
Archi,nusdu,2.631,the son-in-law (of a woman),Super-counterpart
Archi,nusdur,2.64,the daughter-in-law (of a man),Super-counterpart
Archi,nusdur,2.641,the daughter-in-law (of a woman),Super-counterpart
Archi,nuˤbžal iq,14.67,Friday,NA
Archi,oːk'ur,14.22,slow,NA
Archi,obkɬnitːub,4.856,the boil,NA
Archi,ocis,8.15,to cultivate,Super-counterpart
Archi,ocis,12.15,to stand,NA
Archi,ocis,14.28,to cease,Super-counterpart
Archi,ocʼ,1.81,the fire,Super-counterpart
Archi,ocʼ,1.82,the flame,NA
Archi,oditːut,5.123,ripe,NA
Archi,oj,4.22,the ear,NA
Archi,oj ačas,15.42,to listen,NA
Archi,ojomči,3.863,the hare,NA
Archi,okːas,1.851,to burn(1),NA
Archi,okːas,1.852,to burn(2),NA
Archi,okɬas,11.82,to sell,NA
Archi,okɬmus,17.24,to learn,Super-counterpart
Archi,okɬmus,18.52,to read,NA
Archi,okɬʼ,10.78,the yoke,NA
Archi,okmul,21.46,the arson,NA
Archi,oɬ,6.22,the wool,NA
Archi,oɬːutːut,1.322,calm,NA
Archi,oɬːutːut,15.46,quiet,Super-counterpart
Archi,oq,2.34,the wedding,Exact counterpart
Archi,oq’ertːu,11.53,the beggar,NA
Archi,oq’ibos,18.35,to ask(2),NA
Archi,oq’ˤmul,20.42,the defeat,NA
Archi,oqː'ˤas,5.181,to swallow,NA
Archi,orkɬinnu,17.26,the pupil,NA
Archi,orχˤi,5.81,the salt,NA
Archi,orχˤilinnut,15.36,salty,NA
Archi,os,13.01,one,NA
Archi,os,13.33,only,NA
Archi,osːos,14.33,sometimes,NA
Archi,osːut,24.11,other,NA
Archi,osːut iqna,14.481,the day after tomorrow,NA
Archi,oxas,5.16,to suck,NA
Archi,oˤbo,1.214,the mud,Exact counterpart
Archi,oˤč,4.18,the tail,NA
Archi,oˤč'lekːi,4.28,the neck,NA
Archi,oˤč'mus,4.63,to wake up,NA
Archi,oˤčʼi,6.45,the collar,NA
Archi,oˤlowtːut,15.68,green,NA
Archi,oˤnt,4.2,the head,NA
Archi,oˤnt,19.24,the chieftain,NA
Archi,oˤntlit dabχartːub tʼekɬʼon,6.63,the pin,NA
Archi,oˤntor,6.55,the hat or cap,Sub-counterpart
Archi,oˤrčas,1.775,to freeze,Super-counterpart
Archi,oˤroˤs qʷˤib,5.7,the potato,NA
Archi,oˤržut,12.41,right(1),NA
Archi,oˤšas,9.161,to untie,NA
Archi,oχran,20.471,the guard,NA
Archi,p'ahbos,8.69,to smoke,NA
Archi,pač,7.13,the hut,Sub-counterpart
Archi,pampi,6.24,the cotton,NA
Archi,panidelnik,14.63,Monday,NA
Archi,paqʼut,8.75,the bark,Super-counterpart
Archi,parčaħ,19.32,the king,NA
Archi,pardaw,6.59,the veil,Super-counterpart
Archi,parəla,1.55,the lightning,Super-counterpart
Archi,parəla,1.57,the bolt of lightning,Super-counterpart
Archi,parəla,1.58,the storm,Super-counterpart
Archi,parsbos,4.215,to blink,Super-counterpart
Archi,parχ,18.72,the drum,NA
Archi,parχbos,10.37,to fly,NA
Archi,pašmankul,16.32,the grief,NA
Archi,paʔbos,16.29,to kiss,NA
Archi,paˤtəla,6.48,the trousers,NA
Archi,peč,5.25,the oven,Super-counterpart
Archi,peč,7.32,the stove,NA
Archi,pelennin sutːu,20.47,the captive or prisoner,NA
Archi,peˤh,4.145,the pubic hair,Exact counterpart
Archi,pil (1),3.77,the elephant,Exact counterpart
Archi,pil (2),4.855,the blister,NA
Archi,pilti,1.87,the match,NA
Archi,piva,5.93,the beer,NA
Archi,pol,7.26,the floor,NA
Archi,pošqˤap,5.36,the saucer,NA
Archi,poˤmp,4.36,the knee,NA
Archi,poˤrčet ocis,10.412,to kneel,NA
Archi,president,23.31,the president,NA
Archi,pulungi,8.25,the hoe,NA
Archi,q’a,13.104,twenty,NA
Archi,q’akul,1.23,the plain,Super-counterpart
Archi,q’akul,1.24,the valley,Super-counterpart
Archi,q'alaq' uˤrbət'i,3.98,the turtle,NA
Archi,q’anq’du,15.26,stinking,NA
Archi,q'arq'i nocʼ,3.586,the vulture,NA
Archi,q’at:ut,12.71,flat,Super-counterpart
Archi,q'eɬːibožo,3.591,the bat,NA
Archi,q'ič'itːut,15.38,sour,NA
Archi,q’iʁbos,18.13,to shout,NA
Archi,q'iʁbotːut,15.45,loud,NA
Archi,q’iʁtʼi,15.44,the sound or noise,NA
Archi,q’omo,7.48,the trough,NA
Archi,q’orol bošor,2.77,the widower,Exact counterpart
Archi,q’orolaj,2.76,the widow,Exact counterpart
Archi,q'uc'mul,20.14,the peace,NA
Archi,q'uli,4.97,blind,NA
Archi,q'urc'em,3.47,the mule,NA
Archi,q’urumnu,11.54,stingy,NA
Archi,q’urumnu,16.83,greedy,NA
Archi,q'ʷahərtːum,7.42,the bed,Sub-counterpart
Archi,q'ʷat,23.395,the street,NA
Archi,q’ʷatːut,12.61,wide,NA
Archi,q'ʷerq'əbos,10.17,to twist,NA
Archi,q’ʷerq’əbos,9.343,to squeeze,Super-counterpart
Archi,q'ʷˤaq'ˤartːu,12.62,narrow,NA
Archi,q'ʷˤe,13.02,two,NA
Archi,q'ʷˤebosdu,13.36,second,NA
Archi,q'ʷˤét'u abutːib,2.458,the twins,NA
Archi,q'ʷˤijla,13.38,twice/two times,NA
Archi,q'ˤábʁˤdut,15.88,dirty,NA
Archi,q'ˤart'a,4.492,the penis,Sub-counterpart
Archi,q'ˤas,11.91,to share,Super-counterpart
Archi,q'ˤas,12.232,to divide,Super-counterpart
Archi,q'ˤásetːituː,4.91,tired,NA
Archi,q'ˤatːut,16.74,wrong,NA
Archi,q'ˤent'bos,15.712,to pinch,NA
Archi,q'ˤot'ol,6.57,the belt,Sub-counterpart
Archi,q'ˤotːaqˤ,14.74,the winter,NA
Archi,q'ˤummus,13.107,to count,NA
Archi,qaban,3.32,the boar,Exact counterpart
Archi,qabaq,8.93,the gourd,NA
Archi,qabaq,8.931,the pumpkin or squash,NA
Archi,qala,20.35,the fortress,NA
Archi,qanč,12.77,the cross,NA
Archi,qaqu,8.911,the millet or sorghum,NA
Archi,qarabaš,19.43,the servant,NA
Archi,qarmaq,12.75,the hook,NA
Archi,qarmaq,20.52,the fishhook,Super-counterpart
Archi,qarqatːut,15.76,rough(1),NA
Archi,qartaj,22.43,the sorcerer or witch,NA
Archi,qaz,3.56,the goose,NA
Archi,qebus,10.44,to dance,NA
Archi,qenzbos,6.31,to spin,NA
Archi,qerq,9.192,the knot,NA
Archi,qilin,23.59,the cigarette,NA
Archi,qilmin kumul,5.43,the lunch,NA
Archi,qippus,4.66,to shit,NA
Archi,qiri,3.91,the firefly,NA
Archi,qol,1.77,the ice,NA
Archi,qoqol,8.43,the wheat,NA
Archi,qupun,4.222,the earwax,Super-counterpart
Archi,quršbos,10.42,to slide or slip,NA
Archi,qut'i,1.56,the thunder,NA
Archi,qʷal,4.42,the udder,NA
Archi,qʷan,5.28,the pan,Super-counterpart
Archi,qʷat'linnu,19.54,the neighbour,NA
Archi,qʷekmus,9.29,to skin,NA
Archi,qʷˤen,1.44,the stone or rock,NA
Archi,qʼarzlis kes,11.63,to owe,NA
Archi,qʼarzlis kɬos,11.61,to lend,NA
Archi,qʼarzlis šːubuss,11.62,to borrow,NA
Archi,qʼilba,12.48,the south,NA
Archi,qʼimat,11.87,the price,NA
Archi,qʼiˤjqis,12.13,to sit,NA
Archi,qʼon,3.37,the he-goat,Exact counterpart
Archi,qʼonqʼ,18.61,the book,Super-counterpart
Archi,qʼul,7.57,the board,NA
Archi,qʼumaš,6.21,the cloth,NA
Archi,qʼurban,22.15,the sacrifice,NA
Archi,qʼuretːut,15.84,dry,NA
Archi,qʼʷil,5.712,the bunch,Sub-counterpart
Archi,qʼʷil,8.67,the vine,Super-counterpart
Archi,qʼˤahba,19.72,the prostitute,Exact counterpart
Archi,qʼˤutʼ,4.493,the vagina,Sub-counterpart
Archi,qˤannatːut,15.75,soft,Super-counterpart
Archi,qˤannub bekes,4.732,to conceive,Sub-counterpart
Archi,qˤes,10.45,to walk,Super-counterpart
Archi,qˤes,10.47,to go,Super-counterpart
Archi,qˤes,10.57,to enter,Super-counterpart
Archi,qˤin,10.74,the bridge,NA
Archi,qˤipiχˤan,3.593,the crow,NA
Archi,qˤokdut,12.42,left,NA
Archi,qˤošol,7.37,the ladder,NA
Archi,qˤun,4.3,the shoulder,NA
Archi,qˤuni abtis,10.613,to carry on shoulder,NA
Archi,rač,9.62,the anvil,Exact counterpart
Archi,radio,23.1,the radio,NA
Archi,rang,15.61,the colour/color,NA
Archi,raq,8.17,the ditch,NA
Archi,raq,8.212,the furrow,Super-counterpart
Archi,raq,12.84,the line,NA
Archi,raˤhu,6.43,the coat,NA
Archi,rišːitːu,23.38,the election,NA
Archi,ručka,18.57,the pen,NA
Archi,ruħ,16.11,the soul or spirit,NA
Archi,ʁalbac',3.72,the lion,Exact counterpart
Archi,ʁatːəra,3.2,the cattle,NA
Archi,ʁilit:ut,15.85,hot,NA
Archi,ʁilitːut,15.851,warm,NA
Archi,ʁʷˤalqˤi,1.74,the fog,Exact counterpart
Archi,ʁˤažbos,8.32,to mow,NA
Archi,šːak,16.44,the envy or jealousy,Super-counterpart
Archi,šːak,17.43,the doubt,Super-counterpart
Archi,šːak kes,17.44,to suspect,Super-counterpart
Archi,sːalatːut,15.82,light(1),NA
Archi,sːam,16.42,the anger,Super-counterpart
Archi,sːan,14.73,the year,NA
Archi,sːanʁi,14.49,yesterday,NA
Archi,sːar,4.79,the grave,NA
Archi,sːas,15.71,to touch,Super-counterpart
Archi,sːaʕat,14.51,the hour,Super-counterpart
Archi,sːaʕat,14.53,the clock,Super-counterpart
Archi,šːaˤbi,4.85,the wound or sore,Sub-counterpart
Archi,šːik'ʷ,4.372,the heel,NA
Archi,sːin,4.857,the pus,NA
Archi,sːir,9.88,the paint,NA
Archi,sːir obkɬmus,9.89,to paint,NA
Archi,sːob,4.24,the mouth,Super-counterpart
Archi,sːob,12.353,the edge,Super-counterpart
Archi,sːob etʼmus,22.42,the magic,Para-counterpart
Archi,sːob sas,22.26,to fast,NA
Archi,sːol,3.74,the fox,Exact counterpart
Archi,sːon,4.19,the back,NA
Archi,sːon,4.191,the spine,Super-counterpart
Archi,sːubus,5.21,to cook,Sub-counterpart
Archi,šːubus,10.62,to bring,NA
Archi,šːubus,11.13,to take,NA
Archi,šːubus (2),11.81,to buy,NA
Archi,sːunnat,22.5,the circumcision,NA
Archi,sːuntʼbos,15.22,to smell(2),NA
Archi,sːupun,6.95,the soap,NA
Archi,šːuˤmmuˤs,5.54,to knead,NA
Archi,šːʷaˤltʼ,1.35,the wave,NA
Archi,šːʷit’bos,18.17,to whistle,NA
Archi,saːsa kes,16.51,to dare,NA
Archi,saːsatːu,16.52,brave,NA
Archi,šahru,19.15,the town,NA
Archi,sakːas,15.52,to look,NA
Archi,sallat’,20.17,the soldier,NA
Archi,samalot,23.16,the airplane,Exact counterpart
Archi,sana,4.271,the gums,NA
Archi,sana (2),9.56,the glue,NA
Archi,sarsi,1.215,the sand,Super-counterpart
Archi,šart',17.42,the cause,Super-counterpart
Archi,saʁdu,4.83,healthy,NA
Archi,sas,10.252,to catch,Super-counterpart
Archi,sas,10.61,to carry,Super-counterpart
Archi,sas,11.14,to grasp,Super-counterpart
Archi,sas,11.15,to hold,Super-counterpart
Archi,sas,11.77,to hire,Super-counterpart
Archi,sas,20.65,to trap,Super-counterpart
Archi,šaˤtːi,7.55,the beam,NA
Archi,šekertːu(r),2.55,the cousin,Exact counterpart
Archi,semečkalin inχ,5.79,the oil,Sub-counterpart
Archi,setːetːut,5.121,cooked,NA
Archi,šeˤnt,7.43,the chair,Super-counterpart
Archi,šias,18.51,to write,NA
Archi,sijt’u,13.331,alone,NA
Archi,sinas,18.43,to announce,NA
Archi,sini,15.72,to feel,Super-counterpart
Archi,sini,17.17,to know,Super-counterpart
Archi,sintʼutːu,19.55,the stranger,NA
Archi,sot,4.27,the tooth,Super-counterpart
Archi,sot,6.76,the bead,Super-counterpart
Archi,sotːaqˤ,14.77,the autumn/fall,NA
Archi,šoˤrtal as,12.22,to join,NA
Archi,sud,21.15,the court,NA
Archi,sud abas,21.16,to adjudicate,NA
Archi,sudja,21.18,the judge,NA
Archi,sudlin maʕni,21.17,the judgment,NA
Archi,šumehannut,13.181,some,NA
Archi,šumijtʼu,17.62,how many?,Super-counterpart
Archi,šumijtʼu,17.63,how much?,Super-counterpart
Archi,sunt’bos,15.212,to sniff,NA
Archi,šuša,23.56,the bottle,NA
Archi,šušbos,18.15,to whisper,NA
Archi,šutːa,14.48,tomorrow,NA
Archi,sweča,7.46,the candle,NA
Archi,šʷitʼəla,18.71,the flute,NA
Archi,šˤal,7.63,the mortar(2),NA
Archi,šˤes,10.46,to run,NA
Archi,t’alatːut,12.73,straight,Super-counterpart
Archi,t’alatːut,16.73,right(2),NA
Archi,t’anq’dut,15.74,hard,NA
Archi,t’ant’,3.82,the bee,Exact counterpart
Archi,t’as,5.33,the bowl,Sub-counterpart
Archi,t'ekɬ'on,6.36,the needle(1),Exact counterpart
Archi,t’ibirkul,16.35,the pity,NA
Archi,t’inna,13.17,few,NA
Archi,t’itːu ušdu,2.445,the younger brother,Exact counterpart
Archi,t’itːur došdur,2.455,the younger sister,Exact counterpart
Archi,t’ummul,5.76,the grape,NA
Archi,tabərzan,9.25,the axe/ax,NA
Archi,talaħ,16.18,the good luck,NA
Archi,talaħ bitʼu,16.19,the bad luck,NA
Archi,tamaːša itːut,16.15,surprised or astonished,NA
Archi,tampallu,4.92,lazy,NA
Archi,tankbos,10.43,to jump,NA
Archi,tanχ,12.78,the square,NA
Archi,tariχ,23.39,the number,NA
Archi,teb,2.96,they,NA
Archi,tekɬ’on,8.993,the needle(2),Super-counterpart
Archi,tempiħ,21.37,the penalty or punishment,NA
Archi,tenne,4.151,the vein or artery,Super-counterpart
Archi,tenne (2),6.94,the ointment,Super-counterpart
Archi,tilipun,23.12,the telephone,Exact counterpart
Archi,tiχil,8.41,the harvest,NA
Archi,"to-b, to-t",2.933,it,NA
Archi,tok,23.17,the electricity,NA
Archi,tol,20.54,the fishnet,NA
Archi,tor,2.932,she,NA
Archi,tow,2.931,that,NA
Archi,tow,24.08,he,Super-counterpart
Archi,tow/tor/tob/tot,2.93,he/she/it,Super-counterpart
Archi,tubus,4.56,to spit,NA
Archi,tukan,11.86,the shop/store,NA
Archi,tukanči,11.84,the merchant,NA
Archi,tumank,20.28,the gun,NA
Archi,tung,10.77,the axle,NA
Archi,tung taˤnk'uli,6.32,the spindle,NA
Archi,tusnaqʼ,21.39,the prison,NA
Archi,tusnaqʼ abtʼas,21.32,to condemn,NA
Archi,tut’ibus,4.591,to dribble,NA
Archi,tutun,8.68,the tobacco,NA
Archi,tuχtʼur,4.87,the physician,NA
Archi,tuχum,19.23,the clan,NA
Archi,tʼal as,10.63,to send,NA
Archi,tʼeˤ,8.57,the flower,NA
Archi,tʼeˤčʼu,9.68,the lead,NA
Archi,tʼitːut,12.56,small,NA
Archi,tʼo,17.56,no,NA
Archi,tʼo bos,18.34,to deny,NA
Archi,tʼuj,6.77,the earring,NA
Archi,učitel,17.27,the teacher,NA
Archi,učʼ,13.09,nine,NA
Archi,učχol,17.28,the school,NA
Archi,uħubos,4.53,to cough,NA
Archi,ukol,23.23,the injection,NA
Archi,ulka,19.12,the native country,NA
Archi,uɬdu,3.18,the herdsman,Sub-counterpart
Archi,un,2.92,you (singular),Exact counterpart
Archi,uri,3.45,the foal or colt,NA
Archi,uš-mu-n lo,2.53,the nephew,Exact counterpart
Archi,uš-mu-n lo,2.54,the niece,Exact counterpart
Archi,ušdu,2.44,the brother,Exact counterpart
Archi,ušmun lo,2.541,the sibling’s child,NA
Archi,ustul,7.44,the table,NA
Archi,uwbos,18.19,to howl,NA
Archi,uwt’u bos,18.37,to refuse,NA
Archi,uˤnšːəla,3.96,the lizard,NA
Archi,uˤrbət'i,3.95,the frog,Exact counterpart
Archi,uˤrdek,3.57,the duck,NA
Archi,uχ,8.12,the field,NA
Archi,wakɬʼad,2.61,the father-in-law (of a man),Super-counterpart
Archi,wakɬʼad,2.611,the father-in-law (of a woman),Super-counterpart
Archi,wanəra,3.78,the camel,Exact counterpart
Archi,warti,6.27,the felt,Super-counterpart
Archi,welesepet,23.13,the bicycle,Exact counterpart
Archi,wicʼ,13.1,ten,NA
Archi,wikɬ,13.07,seven,NA
Archi,wikɬ,14.61,the week,NA
Archi,wiχ,17.15,to believe,NA
Archi,wiχkul as,16.63,to hope,NA
Archi,xilikɬʼ sas,10.615,to carry under the arm,NA
Archi,zagar abas,16.39,to groan,NA
Archi,zahru,4.89,the poison,NA
Archi,zaman,14.11,the time,NA
Archi,žan,4.452,the spleen,NA
Archi,zanazi,4.77,the corpse,NA
Archi,žara,4.351,the thigh,Super-counterpart
Archi,žara,4.463,the hip,Super-counterpart
Archi,žawab kɬordu,21.22,the defendant,NA
Archi,žawab kɬos,18.32,to answer,NA
Archi,žawhar,6.72,the jewel,NA
Archi,žihil,2.251,the young man,NA
Archi,žihillu,14.14,young,NA
Archi,žihillur lo,2.261,the young woman,Para-counterpart
Archi,zimzu,3.817,the ant,NA
Archi,zina,21.43,the adultery,NA
Archi,žip,6.61,the pocket,NA
Archi,zirʁat'i,18.74,the rattle,NA
Archi,zon,2.91,I,Exact counterpart
Archi,zoˤk'noˤ,4.321,the wrist,NA
Archi,zukɬʼəra,4.221,the earlobe,Super-counterpart
Archi,zukʼun,21.11,the law,Exact counterpart
Archi,zulu,1.37,the spring or well,NA
Archi,žʷen,2.95,you (plural),Exact counterpart
Archi,ʕadat,19.61,the custom,NA
Archi,ʕalaːmat,22.47,the omen,NA
